Entry	Gene Names	Gene Ontology IDs	Gene Ontology (GO)
I1S606	FGRAMPH1_01T14957		
I1S607	FGRAMPH1_01T14937		
I1S608	FGRAMPH1_01T14915		
I1S611	FGRAMPH1_01T14883	GO:0000435; GO:0000978; GO:0000981; GO:0005634; GO:0008270	nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]; positive regulation of transcription from RNA polymerase II promoter by galactose [GO:0000435]
I1S614	FGRAMPH1_01T14831		
I1S615	FGRAMPH1_01T14821		
I1S616	FGRAMPH1_01T14791		
I1S617	FGRAMPH1_01T14785		
I1S619	FGRAMPH1_01T14733		
I1S621	FGRAMPH1_01T14727	GO:0016846; GO:0046872	carbon-sulfur lyase activity [GO:0016846]; metal ion binding [GO:0046872]
I1S622	FGRAMPH1_01T14723		
I1S623	FGRAMPH1_01T14679		
I1S627	FGRAMPH1_01T14569		
I1S628	FGRAMPH1_01T14567		
I1S629	FGRAMPH1_01T14565		
I1S635	FG04098.1 FGRAMPH1_01T14483		
I1S637	FGRAMPH1_01T14475		
I1S638	FGRAMPH1_01T14477		
I1S639	FGRAMPH1_01T14429		
I1S640	FGRAMPH1_01T14427	GO:0046872	metal ion binding [GO:0046872]
I1S641			
I1S644	FG04073.1 FGRAMPH1_01T14405		
I1S645	FGRAMPH1_01T14403		
I1S646	FGRAMPH1_01T14391		
I1S647	FGRAMPH1_01T14379		
I1S653	FGRAMPH1_01T14355		
I1S659	FGRAMPH1_01T14249	GO:0006631; GO:0050104; GO:0070403	L-gulonate 3-dehydrogenase activity [GO:0050104]; NAD+ binding [GO:0070403]; fatty acid metabolic process [GO:0006631]
I1S660	FG04010.1 FGRAMPH1_01T14247	GO:0016651	oxidoreductase activity, acting on NAD(P)H [GO:0016651]
I1S661	FGRAMPH1_01T14229		
I1S662	FGRAMPH1_01T14217		
I1S663	FGRAMPH1_01T14191		
I1S664	FGRAMPH1_01T14181	GO:0005886; GO:0022857	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]
I1S670	FG03961.1 FGRAMPH1_01T14133	GO:0015171; GO:0016020	membrane [GO:0016020]; amino acid transmembrane transporter activity [GO:0015171]
I1S672	FGRAMPH1_01T14119		
I1S673	FGRAMPH1_01T14107	GO:0006520; GO:0016829	lyase activity [GO:0016829]; amino acid metabolic process [GO:0006520]
I1S674	FG03950.1 FGRAMPH1_01T14105	GO:0003700	DNA-binding transcription factor activity [GO:0003700]
I1S677	FG03945.1 FGRAMPH1_01T14095	GO:0016491	oxidoreductase activity [GO:0016491]
I1S678	FGRAMPH1_01T14091	GO:0016020	membrane [GO:0016020]
I1S679	FGRAMPH1_01T14053		
I1S683	FGRAMPH1_01T13951		
I1S685	FGRAMPH1_01T13937	GO:0004764; GO:0005737; GO:0009423; GO:0019632	cytoplasm [GO:0005737]; shikimate 3-dehydrogenase (NADP+) activity [GO:0004764]; chorismate biosynthetic process [GO:0009423]; shikimate metabolic process [GO:0019632]
I1S686	FGRAMPH1_01T13935	GO:0004764; GO:0009423; GO:0019632	shikimate 3-dehydrogenase (NADP+) activity [GO:0004764]; chorismate biosynthetic process [GO:0009423]; shikimate metabolic process [GO:0019632]
I1S692	FGRAMPH1_01T13899	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]
I1S693	FGRAMPH1_01T13897	GO:0005829; GO:0019239; GO:0046872	cytosol [GO:0005829]; deaminase activity [GO:0019239]; metal ion binding [GO:0046872]
I1S694	FG03863.1 FGRAMPH1_01T13895	GO:0004022; GO:0005739; GO:0046872	mitochondrion [GO:0005739]; alcohol dehydrogenase (NAD+) activity [GO:0004022]; metal ion binding [GO:0046872]
I1S695	FGRAMPH1_01T13869		
I1S697	FG03852.1 FGRAMPH1_01T13863	GO:0004022; GO:0005737; GO:0046872	cytoplasm [GO:0005737]; alcohol dehydrogenase (NAD+) activity [GO:0004022]; metal ion binding [GO:0046872]
I1S699	FGRAMPH1_01T13857		
I1S6A2	FG03843.1 FGRAMPH1_01T13841	GO:0008115; GO:0050660; GO:0051698	flavin adenine dinucleotide binding [GO:0050660]; saccharopine oxidase activity [GO:0051698]; sarcosine oxidase activity [GO:0008115]
I1S6A3		GO:0005886; GO:0015109	plasma membrane [GO:0005886]; chromate transmembrane transporter activity [GO:0015109]
I1S6A5		GO:0003723	RNA binding [GO:0003723]
I1S6A6	FGRAMPH1_01T13783		
I1S6A8	FGRAMPH1_01T13757	GO:0005886; GO:0015171	plasma membrane [GO:0005886]; amino acid transmembrane transporter activity [GO:0015171]
I1S6B4	FGRAMPH1_01T13631	GO:0000981; GO:0003677; GO:0005634; GO:0006351; GO:0008270	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]; DNA-templated transcription [GO:0006351]
I1S6B5	FGRAMPH1_01T13629	GO:0005739; GO:0016491	mitochondrion [GO:0005739]; oxidoreductase activity [GO:0016491]
I1S6B6	FGRAMPH1_01T13621		
I1S6B8	FGRAMPH1_01T13591		
I1S6C0	FGRAMPH1_01T13559		
I1S6C2	FGRAMPH1_01T13523		
I1S6C3	FGRAMPH1_01T13489		
I1S6C4	FGRAMPH1_01T13475		
I1S6C6		GO:0016020; GO:0046464; GO:0047372	membrane [GO:0016020]; monoacylglycerol lipase activity [GO:0047372]; acylglycerol catabolic process [GO:0046464]
I1S6D0	FGRAMPH1_01T13383		
I1S6D1	FGRAMPH1_01T13323	GO:0005829; GO:0010181; GO:0016491	cytosol [GO:0005829]; FMN binding [GO:0010181]; oxidoreductase activity [GO:0016491]
I1S6D6	FG03617.1 FGRAMPH1_01T13303	GO:0005829; GO:0045290; GO:0070485	cytosol [GO:0005829]; D-arabinose 1-dehydrogenase [NAD(P)+] activity [GO:0045290]; dehydro-D-arabinono-1,4-lactone biosynthetic process [GO:0070485]
I1S6D7	FGRAMPH1_01T13265		
I1S6D8	FGRAMPH1_01T13263	GO:0012505; GO:0016020; GO:0022857	endomembrane system [GO:0012505]; membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]
I1S6E0	FGRAMPH1_01T13255		
I1S6E1	FGRAMPH1_01T13205		
I1S6E5	FGRAMPH1_01T13127		
I1S6E6	FGRAMPH1_01T13067	GO:0016651	oxidoreductase activity, acting on NAD(P)H [GO:0016651]
I1S6E7	FG03515.1 FGRAMPH1_01T13065		
I1S6E9			
I1S6F1	FG03490.1 FGRAMPH1_01T13005	GO:0005524; GO:0016787; GO:0043139	5'-3' DNA helicase activity [GO:0043139]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]
I1S6F2	FGRAMPH1_01T13003		
I1S6F3	FGRAMPH1_01T12959		
I1S6F4	FGRAMPH1_01T12957		
I1S6F6		GO:0016491	oxidoreductase activity [GO:0016491]
I1S6G1	FGRAMPH1_01T12901		
I1S6G3	FG03441.1 FGRAMPH1_01T12889		
I1S6G4	FGRAMPH1_01T12887		
I1S6G5	FGRAMPH1_01T12843		
I1S6G6	FGRAMPH1_01T12839		
I1S6G9	FGRAMPH1_01T12805	GO:0015171; GO:0016020	membrane [GO:0016020]; amino acid transmembrane transporter activity [GO:0015171]
I1S6H2	FGRAMPH1_01T12797	GO:0000140; GO:0004806; GO:0005783; GO:0005811; GO:0006654; GO:0019433	endoplasmic reticulum [GO:0005783]; lipid droplet [GO:0005811]; acylglycerone-phosphate reductase (NADP+) activity [GO:0000140]; triacylglycerol lipase activity [GO:0004806]; phosphatidic acid biosynthetic process [GO:0006654]; triglyceride catabolic process [GO:0019433]
I1S6H3	FGRAMPH1_01T12783	GO:0016791; GO:0019120	hydrolase activity, acting on acid halide bonds, in C-halide compounds [GO:0019120]; phosphatase activity [GO:0016791]
I1S6H4	FG03397.1 FGRAMPH1_01T12781	GO:0005737; GO:0016788	cytoplasm [GO:0005737]; hydrolase activity, acting on ester bonds [GO:0016788]
I1S6H5	FGRAMPH1_01T12739		
I1S6H8	FGRAMPH1_01T12721		
I1S6H9	FGRAMPH1_01T12713		
I1S6I0	FGRAMPH1_01T12711		
I1S6I2	FGRAMPH1_01T12645		
I1S6I3	FGRAMPH1_01T12641		
I1S6I4	FGRAMPH1_01T12635		
I1S6I6	FGRAMPH1_01T12609		
I1S6I9	FGRAMPH1_01T12597		
I1S6J2	FGRAMPH1_01T12561		
I1S6J3	FGRAMPH1_01T12557		
I1S6J4	FGRAMPH1_01T12555		
I1S6J6	FGRAMPH1_01T12537		
I1S6J7	FGRAMPH1_01T12523		
I1S6J8	FGRAMPH1_01T12511		
I1S6J9	FGRAMPH1_01T12509	GO:0005351; GO:0016020	membrane [GO:0016020]; carbohydrate:proton symporter activity [GO:0005351]
I1S6K0			
I1S6K1	FGRAMPH1_01T12469		
I1S6K4	FGRAMPH1_01T12457		
I1S6K5	FGRAMPH1_01T12401		
I1S6K6	FGRAMPH1_01T12399		
I1S6K7	FGRAMPH1_01T12395		
I1S6K8	FGRAMPH1_01T12391		
I1S6K9	FG03232.1 FGRAMPH1_01T12379		
I1S6L2	FGRAMPH1_01T12343		
I1S6L4	FGRAMPH1_01T12339		
I1S6L5	FGRAMPH1_01T12317		
I1S6L6	FG03206.1 FGRAMPH1_01T12313	GO:0016491	oxidoreductase activity [GO:0016491]
I1S6L7		GO:0016787	hydrolase activity [GO:0016787]
I1S6L9	FGRAMPH1_01T12273		
I1S6M2	FGRAMPH1_01T12265		
I1S6M3	FGRAMPH1_01T12263	GO:0030798; GO:0032259	trans-aconitate 2-methyltransferase activity [GO:0030798]; methylation [GO:0032259]
I1S6M5	FGRAMPH1_01T12243		
I1S6M7	FGRAMPH1_01T12217		
I1S6N0	FGRAMPH1_01T12133		
I1S6N1	FGRAMPH1_01T12099		
I1S6N2	FG03115.1 FGRAMPH1_01T12097	GO:0016020; GO:0022857	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]
I1S6N3	FGRAMPH1_01T12077		
I1S6N4	FG03105.1	GO:0016491	oxidoreductase activity [GO:0016491]
I1S6N5	FGRAMPH1_01T12073		
I1S6N6	FGRAMPH1_01T12065		
I1S6N9	FG03084.1 FGRAMPH1_01T12025		
I1S6P1	FGRAMPH1_01T12011		
I1S6P2	FGRAMPH1_01T12009		
I1S6Q0	FGRAMPH1_01T11947	GO:0031965	nuclear membrane [GO:0031965]
I1S6Q3	FGRAMPH1_01T11925		
I1S6Q6			
I1S6Q8	FGRAMPH1_01T11867		
I1S6Q9	FGRAMPH1_01T11859		
I1S6R2	FGRAMPH1_01T11833		
I1S6R3			
I1S6R5	FGRAMPH1_01T11781		
I1S6R6	FG02985.1 FGRAMPH1_01T11779		
I1S6R7	FGRAMPH1_01T11777		
I1S6R8	FGRAMPH1_01T11749		
I1S6S3	FGRAMPH1_01T11695		
I1S6S4	FGRAMPH1_01T11693		
I1S6S6	FG02946.1 FGRAMPH1_01T11681		
I1S6S7	FGRAMPH1_01T11679		
I1S6S8	FGRAMPH1_01T11667	GO:0005975	carbohydrate metabolic process [GO:0005975]
I1S6S9	FG02940.1 FGRAMPH1_01T11665		
I1S6T1	FGRAMPH1_01T11601		
I1S6T2	FGRAMPH1_01T11585		
I1S6T4	FGRAMPH1_01T11571		
I1S6T6	FGRAMPH1_01T11541		
I1S6T9	FGRAMPH1_01T11485	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]
I1S6U1	FGRAMPH1_01T11463		
I1S6U7	FGRAMPH1_01T11419	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]
I1S6U8	FGRAMPH1_01T11417	GO:0010420	polyprenyldihydroxybenzoate methyltransferase activity [GO:0010420]
I1S6V0	FGRAMPH1_01T11413		
I1S6V3	FGRAMPH1_01T11351		
I1S6V6	FGRAMPH1_01T11285		
I1S6W1	FGRAMPH1_01T16119	GO:0001228; GO:0008270	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; zinc ion binding [GO:0008270]
I1S6W2	FGRAMPH1_01T16129	GO:0003824; GO:0005975	catalytic activity [GO:0003824]; carbohydrate metabolic process [GO:0005975]
I1S6W4	FGRAMPH1_01T16137		
I1S6W7			
I1S6W8	FG04715.1 FGRAMPH1_01T16147		
I1S6X1	FGRAMPH1_01T16153		
I1S6X3	FG04721.1 FGRAMPH1_01T16161	GO:0016787	hydrolase activity [GO:0016787]
I1S6X4	FGRAMPH1_01T16163	GO:0000981; GO:0005634; GO:0008270	nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]
I1S6X5	FGRAMPH1_01T16169		
I1S6X7	FGRAMPH1_01T16197		
I1S6X9	FGRAMPH1_01T16229	GO:0000981; GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]
I1S6Y1	FG04759.1 FGRAMPH1_01T16249		
I1S6Y3	FG04762.1 FGRAMPH1_01T16257	GO:0005634	nucleus [GO:0005634]
I1S6Y4	FGRAMPH1_01T16261		
I1S6Y5	FG04771.1 FGRAMPH1_01T16279	GO:0004190; GO:0006508	aspartic-type endopeptidase activity [GO:0004190]; proteolysis [GO:0006508]
I1S6Y6	FGRAMPH1_01T16281		
I1S6Y8	FGRAMPH1_01T16319	GO:0000981; GO:0003677; GO:0008270	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]
I1S6Z1	FGRAMPH1_01T16341	GO:0046872	metal ion binding [GO:0046872]
I1S6Z3	FGRAMPH1_01T16359		
I1S6Z6	FGRAMPH1_01T16373		
I1S6Z9	FG04831.1 FGRAMPH1_01T16413		
I1S700			
I1S701	FGRAMPH1_01T16419		
I1S702	FGRAMPH1_01T16423	GO:0016740	transferase activity [GO:0016740]
I1S706	FGRAMPH1_01T16437		
I1S707	FGRAMPH1_01T16439		
I1S708	FGRAMPH1_01T16443	GO:0000981; GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]
I1S709	FGRAMPH1_01T16449	GO:0046872	metal ion binding [GO:0046872]
I1S712	FGRAMPH1_01T16461		
I1S718	FGRAMPH1_01T16481	GO:0001228; GO:0008270	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; zinc ion binding [GO:0008270]
I1S719	FGRAMPH1_01T16483	GO:0016020	membrane [GO:0016020]
I1S721	FGRAMPH1_01T16501		
I1S726	FGRAMPH1_01T16579	GO:0016740	transferase activity [GO:0016740]
I1S728	FG04893.1 FGRAMPH1_01T16581		
I1S730	FGRAMPH1_01T16635		
I1S732	FGRAMPH1_01T16751		
I1S733	FGRAMPH1_01T16757		
I1S734	FG04965.1 FGRAMPH1_01T16759		
I1S735	FGRAMPH1_01T16763		
I1S738	FGRAMPH1_01T16801	GO:0005829; GO:0051059; GO:0071356	cytosol [GO:0005829]; NF-kappaB binding [GO:0051059]; cellular response to tumor necrosis factor [GO:0071356]
I1S741	FGRAMPH1_01T16817		
I1S742	FG04989.1 FGRAMPH1_01T16819		
I1S744	FGRAMPH1_01T16859		
I1S748	FGRAMPH1_01T16969	GO:0006508; GO:0008237; GO:0046872	metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]; proteolysis [GO:0006508]
I1S749	FG05051.1 FGRAMPH1_01T16971	GO:0016829	lyase activity [GO:0016829]
I1S750	FGRAMPH1_01T16993		
I1S752	FGRAMPH1_01T17017		
I1S755	FG05069.1 FGRAMPH1_01T17019	GO:0016042; GO:0047372	monoacylglycerol lipase activity [GO:0047372]; lipid catabolic process [GO:0016042]
I1S756	FGRAMPH1_01T17037		
I1S757	FGRAMPH1_01T17043		
I1S758	FGRAMPH1_01T17045		
I1S759	FGRAMPH1_01T17061		
I1S761	FGRAMPH1_01T17097		
I1S764	FGRAMPH1_01T17133		
I1S766		GO:0005634; GO:0005829; GO:0016579	cytosol [GO:0005829]; nucleus [GO:0005634]; protein deubiquitination [GO:0016579]
I1S767	FGRAMPH1_01T17195		
I1S768	FGRAMPH1_01T17207		
I1S770	FGRAMPH1_01T17219		
I1S772	FGRAMPH1_01T17243		
I1S773	FGRAMPH1_01T17285		
I1S776	FGRAMPH1_01T17315		
I1S779	FGRAMPH1_01T17371		
I1S784	FGRAMPH1_01T17539		
I1S785	FGRAMPH1_01T17585		
I1S786	FGRAMPH1_01T17587		
I1S789	FG05317.1		
I1S793	FGRAMPH1_01T17663		
I1S795	FGRAMPH1_01T17697		
I1S796	FGRAMPH1_01T17699		
I1S797	FGRAMPH1_01T17715		
I1S798	FGRAMPH1_01T17717		
I1S799	FGRAMPH1_01T17719		
I1S7A2	FGRAMPH1_01T17773	GO:0000213; GO:0000214; GO:0000379; GO:0003676	tRNA-intron endonuclease complex [GO:0000214]; nucleic acid binding [GO:0003676]; tRNA-intron lyase activity [GO:0000213]; tRNA-type intron splice site recognition and cleavage [GO:0000379]
I1S7A3	FGRAMPH1_01T17777	GO:0046872	metal ion binding [GO:0046872]
I1S7A4	FGRAMPH1_01T17789		
I1S7A5	FGRAMPH1_01T17807	GO:0015217; GO:0016020	membrane [GO:0016020]; ADP transmembrane transporter activity [GO:0015217]
I1S7A8	FGRAMPH1_01T17847	GO:0005786; GO:0006614	signal recognition particle, endoplasmic reticulum targeting [GO:0005786]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]
I1S7A9	FGRAMPH1_01T17849		
I1S7B1			
I1S7B3	FGRAMPH1_01T17875		
I1S7B4	FG05426.1	GO:0004497; GO:0005506; GO:0016705; GO:0020037	heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]
I1S7B5	FGRAMPH1_01T17889		
I1S7B6	FGRAMPH1_01T17907		
I1S7B8	FGRAMPH1_01T17995	GO:0004656; GO:0005506; GO:0005783; GO:0031418	endoplasmic reticulum [GO:0005783]; iron ion binding [GO:0005506]; L-ascorbic acid binding [GO:0031418]; procollagen-proline 4-dioxygenase activity [GO:0004656]
I1S7C1	FGRAMPH1_01T18007		
I1S7C3	FGRAMPH1_01T18033	GO:0003839	gamma-glutamylcyclotransferase activity [GO:0003839]
I1S7C4	FG05485.1 FGRAMPH1_01T18035	GO:0016853	isomerase activity [GO:0016853]
I1S7C6	FGRAMPH1_01T18079		
I1S7C7	FGRAMPH1_01T18083		
I1S7C8	FGRAMPH1_01T18089		
I1S7C9	FGRAMPH1_01T18135		
I1S7D0	FGRAMPH1_01T18177		
I1S7D7			
I1S7E0	FGRAMPH1_01T18287		
I1S7E1	FGRAMPH1_01T18289		
I1S7E4		GO:0005829; GO:0016618; GO:0030267; GO:0051287	cytosol [GO:0005829]; glyoxylate reductase (NADPH) activity [GO:0030267]; hydroxypyruvate reductase [NAD(P)H] activity [GO:0016618]; NAD binding [GO:0051287]
I1S7E6			
I1S7F4	FGRAMPH1_01T18437		
I1S7F5	FGRAMPH1_01T18453		
I1S7F6	FGRAMPH1_01T18465		
I1S7F7	FGRAMPH1_01T18467		
I1S7G0	FGRAMPH1_01T18487		
I1S7G1	FGRAMPH1_01T18497		
I1S7G4	FGRAMPH1_01T18525		
I1S7G5	FGRAMPH1_01T18535		
I1S7G9	FGRAMPH1_01T18575		
I1S7H0	FGRAMPH1_01T18595		
I1S7H1	FGRAMPH1_01T18605		
I1S7H2	FG05726.1 FGRAMPH1_01T18613	GO:0016020	membrane [GO:0016020]
I1S7H3	FGRAMPH1_01T18615		
I1S7H4	FGRAMPH1_01T18625		
I1S7H6	FG05732.1		
I1S7H7	FGRAMPH1_01T18667		
I1S7H9	FGRAMPH1_01T18681		
I1S7I0	FGRAMPH1_01T18683		
I1S7I1	FGRAMPH1_01T18685		
I1S7I2	FGRAMPH1_01T18689		
I1S7I5	FGRAMPH1_01T18731		
I1S7I9	FGRAMPH1_01T18753		
I1S7J2	FG05810.1 FGRAMPH1_01T18809		
I1S7J3	FGRAMPH1_01T18811		
I1S7J5	FGRAMPH1_01T18841		
I1S7J6	FGRAMPH1_01T18843	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]
I1S7J7	FGRAMPH1_01T18857		
I1S7J8	FG05830.1 FGRAMPH1_01T18859		
I1S7J9	FGRAMPH1_01T18877		
I1S7K0	FGRAMPH1_01T18879		
I1S7K1	FGRAMPH1_01T18887		
I1S7K2	FG05840.1 FGRAMPH1_01T18889		
I1S7K3	FGRAMPH1_01T18891		
I1S7K5	FGRAMPH1_01T18937		
I1S7K6	FGRAMPH1_01T18951		
I1S7K7	FGRAMPH1_01T18953		
I1S7K9	FGRAMPH1_01T18973		
I1S7L0	FGRAMPH1_01T18983		
I1S7L1	FG05880.1 FGRAMPH1_01T18985		
I1S7L2	FGRAMPH1_01T18997		
I1S7L5	FGRAMPH1_01T19033		
I1S7L7		GO:0019905	syntaxin binding [GO:0019905]
I1S7L8	FG05920.1 FGRAMPH1_01T19079		
I1S7L9	FGRAMPH1_01T19081		
I1S7M0	FGRAMPH1_01T19139		
I1S7M2	FG05965.1 FGRAMPH1_01T19177		
I1S7M4	FGRAMPH1_01T19199		
I1S7M7	FGRAMPH1_01T19239		
I1S7M9	FG05993.1 FGRAMPH1_01T19245	GO:0051020	GTPase binding [GO:0051020]
I1S7N6	FGRAMPH1_01T19377		
I1S7P2		GO:0005759; GO:0008962; GO:0031314; GO:0032049	extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrial matrix [GO:0005759]; phosphatidylglycerophosphatase activity [GO:0008962]; cardiolipin biosynthetic process [GO:0032049]
I1S7P3	FGRAMPH1_01T19537		
I1S7P4	FGRAMPH1_01T19551		
I1S7P5	FGRAMPH1_01T19555		
I1S7P7	FGRAMPH1_01T19575		
I1S7Q1	FGRAMPH1_01T19617		
I1S7Q2	FGRAMPH1_01T19637		
I1S7Q4	FGRAMPH1_01T19643		
I1S7Q5	FGRAMPH1_01T19657		
I1S7Q7	FGRAMPH1_01T19667		
I1S7R1	FGRAMPH1_01T19699		
I1S7R3	FGRAMPH1_01T19723		
I1S7R4	FG06200.1 AIM41 FGRAMPH1_01T19743	GO:0005739; GO:0016884	mitochondrion [GO:0005739]; carbon-nitrogen ligase activity, with glutamine as amido-N-donor [GO:0016884]
I1S7R5	FGRAMPH1_01T19745		
I1S7R7	FGRAMPH1_01T19775		
I1S7R8	FGRAMPH1_01T19811		
I1S7R9	FGRAMPH1_01T19833		
I1S7S0	FGRAMPH1_01T19837	GO:0016491	oxidoreductase activity [GO:0016491]
I1S7S2	FGRAMPH1_01T19879		
I1S7S3	FGRAMPH1_01T19881		
I1S7S4	FG06283.1 FGRAMPH1_01T19939	GO:0003723; GO:0005634	nucleus [GO:0005634]; RNA binding [GO:0003723]
I1S7S5	FGRAMPH1_01T19941	GO:1990072	TRAPPIII protein complex [GO:1990072]
I1S7S8	FGRAMPH1_01T19997		
I1S7S9	FG06322.1 FGRAMPH1_01T20031	GO:0006401; GO:0055087	Ski complex [GO:0055087]; RNA catabolic process [GO:0006401]
I1S7T1	FGRAMPH1_01T20043		
I1S7T3	FGRAMPH1_01T20101		
I1S7T4	FGRAMPH1_01T20111	GO:0005737	cytoplasm [GO:0005737]
I1S7T5	FGRAMPH1_01T20117		
I1S7T6	FGRAMPH1_01T20119		
I1S7T7	FGRAMPH1_01T20125		
I1S7T9	FGRAMPH1_01T20205		
I1S7U0	FGRAMPH1_01T20209		
I1S7U3	FGRAMPH1_01T22261	GO:0008061	chitin binding [GO:0008061]
I1S7U4	FGRAMPH1_01T22263		
I1S7U5	FGRAMPH1_01T22303		
I1S7U6	FGRAMPH1_01T22323	GO:0016020	membrane [GO:0016020]
I1S7U7	FG06458.1 FGRAMPH1_01T22325	GO:0006631; GO:0031956	medium-chain fatty acid-CoA ligase activity [GO:0031956]; fatty acid metabolic process [GO:0006631]
I1S7U8	FGRAMPH1_01T22355		
I1S7U9	FGRAMPH1_01T22381		
I1S7V0	FGRAMPH1_01T22383		
I1S7V3	FGRAMPH1_01T22397		
I1S7V5	FGRAMPH1_01T22403		
I1S7V6	FGRAMPH1_01T22423		
I1S7V7	FGRAMPH1_01T22427		
I1S7W0	FGRAMPH1_01T22503	GO:0008270	zinc ion binding [GO:0008270]
I1S7W1	FGRAMPH1_01T22593		
I1S7W3	FGRAMPH1_01T22603		
I1S7W4	FGRAMPH1_01T22605	GO:0005524	ATP binding [GO:0005524]
I1S7W5	FG06568.1 FGRAMPH1_01T22607		
I1S7W7	FGRAMPH1_01T22619		
I1S7W9	FGRAMPH1_01T22683		
I1S7X0			
I1S7X4	FGRAMPH1_01T22765		
I1S7X6	FGRAMPH1_01T22777		
I1S7X8	FGRAMPH1_01T22797		
I1S7X9	FGRAMPH1_01T22821		
I1S7Y1	FGRAMPH1_01T22825		
I1S7Y2	FGRAMPH1_01T22829		
I1S7Y3	FGRAMPH1_01T22833		
I1S7Y4	FGRAMPH1_01T22853		
I1S7Y5	FGRAMPH1_01T22867		
I1S7Y8	FGRAMPH1_01T22875		
I1S7Y9	FGRAMPH1_01T22915		
I1S7Z1			
I1S7Z4	FGRAMPH1_01T22975		
I1S7Z6	FGRAMPH1_01T22983		
I1S802	FGRAMPH1_01T23031	GO:0005524; GO:0016787; GO:0043139	5'-3' DNA helicase activity [GO:0043139]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]
I1S807	FGRAMPH1_01T23093		
I1S808	FGRAMPH1_01T23097		
I1S809	FGRAMPH1_01T23099	GO:0000981; GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]
I1S812	FGRAMPH1_01T23123		
I1S813	FGRAMPH1_01T23151		
I1S815	FGRAMPH1_01T23209		
I1S817	FGRAMPH1_01T23235		
I1S818	FGRAMPH1_01T23245		
I1S821	FG06848.1 FGRAMPH1_01T23325	GO:0003735; GO:0005762	mitochondrial large ribosomal subunit [GO:0005762]; structural constituent of ribosome [GO:0003735]
I1S823	FGRAMPH1_01T23339		
I1S825	FGRAMPH1_01T23351		
I1S827	FGRAMPH1_01T23381		
I1S830	FGRAMPH1_01T23391	GO:0016192	vesicle-mediated transport [GO:0016192]
I1S831	FGRAMPH1_01T23405	GO:0005783	endoplasmic reticulum [GO:0005783]
I1S832	FG06882.1 FGRAMPH1_01T23407	GO:0000981; GO:0003677; GO:0006351; GO:0008270	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]; DNA-templated transcription [GO:0006351]
I1S833	FGRAMPH1_01T23409		
I1S836	FG06887.1 FGRAMPH1_01T23421		
I1S839	FGRAMPH1_01T23445		
I1S841	FGRAMPH1_01T23511		
I1S842	FG06926.1 FGRAMPH1_01T23513	GO:0005737; GO:0016020	cytoplasm [GO:0005737]; membrane [GO:0016020]
I1S843	FGRAMPH1_01T23539		
I1S845	FGRAMPH1_01T23565		
I1S846	FGRAMPH1_01T23571		
I1S847	FGRAMPH1_01T23573		
I1S848	FG06949.1 FGRAMPH1_01T23581		
I1S849	FGRAMPH1_01T23583		
I1S853	FGRAMPH1_01T23601		
I1S854	FGRAMPH1_01T23619		
I1S858	FGRAMPH1_01T23677		
I1S859	FGRAMPH1_01T23679		
I1S860	FGRAMPH1_01T23699		
I1S863	FGRAMPH1_01T23725	GO:0005737; GO:0006446; GO:0140469	cytoplasm [GO:0005737]; GCN2-mediated signaling [GO:0140469]; regulation of translational initiation [GO:0006446]
I1S865	FGRAMPH1_01T23793		
I1S866	FGRAMPH1_01T23795		
I1S869	FGRAMPH1_01T23801		
